NAME,START,LABEL
DEMO_EMPLOY,               5,"Owner, Self-Employed"
DEMO_EMPLOY,               6,Clerical
DEMO_EMPLOY,               7,Technician
DEMO_EMPLOY,               8,"Police, Fire, EMT"
DEMO_EMPLOY,               9,Sales
DEMO_EMPLOY,              10,"Teacher, Educator"
DEMO_EMPLOY,              11,Business Professional
DEMO_EMPLOY,              12,Healthcare Professional
DEMO_EMPLOY,              13,Specialty worker
DEMO_EMPLOY,              14,"Programmer, IT"
DEMO_EMPLOY,              15,"Service worker (food, cleaning)"
DEMO_EMPLOY,              16,"Craftsworker, Precision production"
DEMO_EMPLOY,              17,Driver
DEMO_EMPLOY,              18,"Fabricator, Laborer"
DEMO_EMPLOY,              19,Student
DEMO_EMPLOY,              20,Stay-at-home parent/Homemaker
DEMO_EMPLOY,              21,Unemployed
DEMO_EMPLOY,              22,Retired
DEMO_EMPLOY,              23,Other
ADMARK_STATE,1,AL
ADMARK_STATE,10,GA
ADMARK_STATE,11,ID
ADMARK_STATE,12,IL
ADMARK_STATE,13,IN
ADMARK_STATE,14,IA
ADMARK_STATE,15,KS
ADMARK_STATE,16,KY
ADMARK_STATE,17,LA
ADMARK_STATE,18,ME
ADMARK_STATE,19,MD
ADMARK_STATE,2,AZ
ADMARK_STATE,20,MA
ADMARK_STATE,21,MI
ADMARK_STATE,22,MN
ADMARK_STATE,23,MS
ADMARK_STATE,24,MO
ADMARK_STATE,25,MT
ADMARK_STATE,26,NE
ADMARK_STATE,27,NV
ADMARK_STATE,28,NH
ADMARK_STATE,29,NJ
ADMARK_STATE,3,AR
ADMARK_STATE,30,NM
ADMARK_STATE,31,NY
ADMARK_STATE,32,NC
ADMARK_STATE,33,ND
ADMARK_STATE,34,OH
ADMARK_STATE,35,OK
ADMARK_STATE,36,OR
ADMARK_STATE,37,PA
ADMARK_STATE,38,RI
ADMARK_STATE,39,SC
ADMARK_STATE,4,CA
ADMARK_STATE,40,SD
ADMARK_STATE,41,TN
ADMARK_STATE,42,TX
ADMARK_STATE,43,UT
ADMARK_STATE,44,VT
ADMARK_STATE,45,VA
ADMARK_STATE,46,WA
ADMARK_STATE,47,WV
ADMARK_STATE,48,WI
ADMARK_STATE,49,WY
ADMARK_STATE,5,CO
ADMARK_STATE,50,AK
ADMARK_STATE,51,HI
ADMARK_STATE,6,CT
ADMARK_STATE,7,DC
ADMARK_STATE,8,DE
ADMARK_STATE,9,FL
BLD_CHILDREN,               0,None
BLD_CHILDREN,               1,One
BLD_CHILDREN,               2,Two
BLD_CHILDREN,               3,Three
BLD_CHILDREN,               4,Four
BLD_CHILDREN,               5,Five
BLD_CHILDREN,               6,Six
BLD_CHILDREN,               7,Seven
BLD_CHILDREN,               8,Eight
DEMO_EMPTY_NESTER,               1,Yes
DEMO_EMPTY_NESTER,               2,No
